name	targets
Indomethacin	PTGS1,PTGS2,PLA2G2A,PTGR2,PPARG,GLO1,PTGDR2,PPARA
Ethambutol	EMBC,EMBB,EMBA
Metformin	PRKAB1
Ipratropium bromide	CHRM1,CHRM2,CHRM3
Methadone	OPRM1,GRIN3A,CHRNA10,OPRD1,HTR3A
Olanzapine	HTR2A,DRD2,DRD1,DRD5,DRD3,DRD4,HTR1A,HTR1B,HTR1D,HTR1E,HTR2C,HTR3A,HTR6,HTR7,HRH1,ADRA1A,ADRA1B,ADRA2A,ADRA2B,ADRA2C,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,HTR2B,HTR5A,DRD1,DRD5,HRH2,HRH4,GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRD,GABRE,GABRG1,GABRG2,GABRG3,GABRP,GABRQ,ADRB1,ADRB2,ADRB3
Atenolol	ADRB1,ADRB2
Nitrofural	POXB,GOR,MDH,CITC
Pimecrolimus	MTOR,FKBP1A
Omeprazole	ATP4A
Pyrazinamide	
Metixene	CHRM1,CHRM4,CHRM5,CHRM2,CHRM3
Cetirizine	HRH1
Terfenadine	HRH1,KCNH2,CHRM3,CHRM1,CHRM5,CHRM4,CHRM2
Diltiazem	CACNG1
Protriptyline	SLC6A2,SLC6A4
Aminohippuric acid	
Alfuzosin	ADRA1A,ADRA1B,ADRA1D,KCNH2
Trimethadione	CACNA1G
Nitisinone	HPD
Clobazam	GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRD,GABRE,GABRG1,GABRG2,GABRG3,GABRP,GABRQ
Minoxidil	KCNJ1,PTGS1
Megestrol acetate	PGR,NR3C1
Tioguanine	
Methylergometrine	DRD1
Buclizine	HRH1,CHRM1
Aztreonam	PBPC,AMPC
Chlorzoxazone	KCNMA1
Aminoglutethimide	CYP19A1,CYP11A1
Mefloquine	HBA1,ADORA2A
Sulfadiazine	
Sapropterin	PAH,NOS3,TH,TPH1
Vinorelbine	TUBB
Anidulafungin	FKSA
Clozapine	DRD2,HTR2A,DRD1,DRD3,DRD4,HTR1A,HTR1B,HTR1D,HTR1E,HTR2C,HTR3A,HTR6,HTR7,HRH1,HRH4,ADRA1A,ADRA1B,ADRA2A,ADRA2B,ADRA2C,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,CALY
Sucralfate	FGF2,EGF,FGA,FGB,FGG
Grepafloxacin	GYRA,PARC
Doxylamine	HRH1,CHRM1
Levonorgestrel	PGR,SRD5A1,ESR1,AR
Norepinephrine	ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1,ADRB2,ADRB3,PAH,SLC18A2,SLC18A1
Cidofovir	UL54
Mirtazapine	HTR2A,HTR3A,ADRA2A,HTR2C,OPRK1,HRH1,ADRA2C,HTR7,ADRA1A,ADRA1B,ADRA1D,DRD2,DRD3,SLC6A2,SLC6A4,SLC6A3,HTR2B,DRD1,DRD5,HRH3,ADRA1A,ADRB1,ADRB2
Meprobamate	GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRD,GABRE,GABRG1,GABRG2,GABRG3,GABRP,GABRQ
Thiethylperazine	DRD2,DRD1,DRD4
Timolol	ADRB1,ADRB2,E
Treprostinil	PTGIR,PPARD,P2RY12
Colestipol	
Trihexyphenidyl	CHRM1,CHRM2,CHRM3,CHRM4,CHRM5
Palonosetron	HTR3A
Dydrogesterone	PGR
Mexiletine	SCN5A,AHR
Dexrazoxane	TOP2A,TOP2B
Amlodipine	CACNA1C,CACNA2D1,CACNB2,CACNA1D,CACNA1S,CACNA1B,CACNA2D3,CACNB1,CA1,SMPD1
Tacrine	ACHE,BCHE
Oxyphencyclimine	CHRM3,CHRM1,CHRM2
Triamterene	SCNN1G,SCNN1A,SCNN1B,SCNN1D
Valrubicin	TOP2A
Procyclidine	CHRM1,CHRM2,CHRM4,CHRM3
Phenylephrine	ADRA1A,ADRA1B,ADRA1D
Carbimazole	TPO
Digoxin	ATP1A1
Sulpiride	DRD2,DRD3
Ethopropazine	CHRM1,GRIN3A,CHRM2
Nimodipine	CACNA1C,CACNA1D,CACNA1F,CACNA1S,CACNB1,CACNB2,CACNB3,CACNB4,NR3C2,AHR
Beclomethasone dipropionate	NR3C1
Carisoprodol	
Progesterone	PGR,ESR1,NR3C2,CYP17A1,OPRK1
Phenylpropanolamine	ADRA1A,ADRA2A,DRD1,ADRB1,ADRB2
Sorafenib	BRAF,RAF1,FLT4,KDR,FLT3,PDGFRB,KIT,FGFR1,RET,FLT1
Zoledronic acid	FDPS,GGPS1
Griseofulvin	TUB2,TUB1,KRT12
Nisoldipine	CACNA1C,CACNA2D1,CACNB2,CACNA1D,CACNA1S
Eszopiclone	GABRA1,GABRA2,GABRA3,GABRA5,TSPO,GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRD,GABRE,GABRG1,GABRG2,GABRG3,GABRP,GABRQ
Ceruletide	CCKAR
Alprazolam	GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRD,GABRE,GABRG1,GABRG2,GABRG3,GABRP,GABRQ
Dexbrompheniramine	HRH1
Gentian Violet	
Ardeparin	SERPINC1,SERPIND1
Loxapine	DRD2,DRD1,HTR2A,HTR2C,HTR1A,HTR1B,HTR1D,HTR1E,HTR3A,HTR5A,HTR6,HTR7,ADRA1A,ADRA1B,ADRA2A,ADRA2B,ADRA2C,ADRB1,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,DRD1,DRD5,DRD3,DRD4,DRD5,HRH1,HRH2,HRH4,SLC6A4,SLC6A2,SLC6A3
Remoxipride	DRD2,DRD4,DRD3,HTR2A,SIGMAR1
Mupirocin	ILES
Carbachol	CHRM1,CHRM2,CHRNA2
Rosiglitazone	PPARG,ACSL4
Pramipexole	DRD3,DRD2,DRD4,ADRA2B,HTR1A,HTR1D,ADRA2A,HTR1B,HTR2A,HTR2B,HTR2C,ADRA2C,DRD1,DRD5
Acetohexamide	KCNJ1
Ampicillin	PBP2A,PBP1B,PBP3,PBPA,PENA,SLC15A1,SLC15A2,TEK
Metocurine Iodide	CHRNA2
Phenoxymethylpenicillin	PBPA,MECA,DACB,,SLC15A1
Secobarbital	GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,CHRNA4,CHRNA7,GRIA2,GRIK2,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,GRIN3A,GRIN3B
Miglustat	UGCG
Promazine	DRD2,HTR2A,HTR2C,DRD1,DRD4,CHRM4,CHRM2,CHRM3,CHRM1,ADRA1B,CHRM5,ADRA1A,HRH1,ADRA1D
Spironolactone	NR3C2,AR,PGR,NR3C1,CYP11B2,SRD5A1,SRD5A2,SRD5A3,SHBG,CACNG1,CACNA2D1,CACNA2D2,CACNA2D3,CACNA1C,CACNA1D,CACNA1F,CACNA1S,CACNB1,CACNB1,CACNB2,CACNB3,CACNB4,CACNA1B,CACNA1A,CACNA1G,CACNA1H,CACNA1I
Methylphenidate	SLC6A3,SLC6A2,SLC6A4
Methocarbamol	CA1
Hyoscyamine	CHRM1,CHRM2,CHRM3,CHRM4
Zolpidem	GABRA1,GABRA2,GABRA3
Famciclovir	,
Triprolidine	HRH1
Streptozocin	SLC2A2,
Carboprost Tromethamine	PTGER1
Cefpiramide	FTSI,MRCB,MRCA,PONB,DACC,MRCA,MECA
Lindane	GABRB1,GLRA1,GLRA2,GLRA3,GLRB
Trifluridine	TYMS
Prochlorperazine	DRD2
Cyproheptadine	HRH1,HTR2A,HTR2C,CHRM1,CHRM2,CHRM3
Nitric Oxide	GUCY1A2
Bendroflumethiazide	SLC12A3,KCNMA1,CA1,CA2,CA4
Allopurinol	XDH
Ceftazidime	FTSI,PBP3,MRCA,PBPA,MRCB,PONB,PBPA,MRDA,PBPG
Cerivastatin	HMGCR
Trimethoprim	TYMS,DHFR
Gemcitabine	RRM1,TYMS,CMPK1
Entecavir	
Betamethasone	NR3C1
Teniposide	TOP2A
Epirubicin	CHD1,TOP2A
Chloramphenicol	RPLP,DRAA,CD55
Loracarbef	PBP3,PBPA
Lansoprazole	ATP4A
Dipivefrin	ADRA1A,ADRA2A,ADRB2,BCHE,ACHE
Droperidol	DRD2,ADRA1A
Levothyroxine	THRA,THRB
Framycetin	RPSL,CXCR4
Clomocycline	RPSD,RPSI
Pethidine	OPRK1,GRIN1,GRIN2B,GRIN2A,GRIN2C,GRIN2D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,OPRM1,SLC6A3,SLC6A2,SLC6A4
Loratadine	HRH1
Cefalotin	,PBPA,PBP1B,PBP3,PBP2A,PENA,PBPA,AMPC
Prazosin	ADRA1A,ADRA1B,ADRA1D,KCNH2,KCNH6,KCNH7,ADRA2A,ADRA2B
Imipramine	SLC6A2,SLC6A4,HTR2A,HRH1,ADRA1A,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,KCND2,KCND3,HTR2C,ADRA1B,HTR7,DRD1,DRD5,DRD2,KCNH2,SLC6A3,HTR1A,HTR6
Acitretin	RXRA,RARA,RARB,RARG,RXRB,RXRG,RBP1
Verteporfin	
Nabumetone	PTGS2,PTGS1
Methylscopolamine bromide	CHRM1,CHRM2,CHRM3
Metharbital	GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,CHRNA4,CHRNA7,GRIA2,GRIK2,GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRD,GABRE,GABRG1,GABRG2,GABRG3,GABRP,GABRQ
Sodium Tetradecyl Sulfate	PROC,PROS1
Ketorolac	PTGS2,PTGS1
Picrotoxin	GABRR1,GABRA1,GLRA2,GLRA3
Enoxacin	GYRA,PARC,TOP2A
Quinine	GP9,KCNN4
Tenoxicam	PTGS2,PTGS1
Dronabinol	CNR1,CNR2
Montelukast	CYSLTR1,ALOX5
Fluoxetine	SLC6A4
Hexylcaine	SCN5A,SCN10A
Methohexital	GABRA1
Chlordiazepoxide	GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRD,GABRE,GABRG1,GABRG2,GABRG3,GABRP,GABRQ
Duloxetine	SLC6A4,SLC6A2,SLC6A3
Chlorpromazine	DRD2,DRD1,HTR2A,HTR1A,ADRA1A,ADRA1B,HRH1,KCNH2,DRD1,DRD5,DRD3,DRD4,DRD5,HTR2C,HTR2A,HTR2B,HTR2C,ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,CHRM1,CHRM3,SMPD1,CALM1,ORM1,ORM2,HTR6,HTR7,HRH4
Rimantadine	M
Amikacin	RPSL
Lenalidomide	CRBN,TNFSF11,CDH5,PTGS2
Raloxifene	ESR1,ESR2
Celecoxib	PTGS2,PDPK1
Gallamine Triethiodide	CHRM2,ACHE,CHRNA2
Brimonidine	ADRA2A,ADRA2B,ADRA2C
Dicloxacillin	LMHCC_2184,LMHCC_2773,PBP1B,PBP2A,PBP3,PBPA,PENA
Nabilone	CNR2,CNR1
Pefloxacin	PARC,GYRA,TOP2A,TOPA
Altretamine	
Sotalol	KCNH2,ADRB1,ADRB2
Buspirone	HTR1A,DRD2
Miglitol	MGAM,GAA,GANAB,GANC
Fosinopril	ACE
Cefotaxime	PBP1B,PBP2A,PBPC,PBPA,PENA,SLC22A6,SLC22A8,SLC22A11,SLC22A7,SLC15A1,ALB,,SLC15A2
Entacapone	COMT
Zidovudine	POL,TERT
Darifenacin	CHRM3,CHRM1,CHRM2,CHRM4,CHRM5
Oxycodone	OPRM1,OPRK1,OPRD1,ORM1,ORM2
Phenindione	VKORC1
Flutamide	AR,AHR
Tolmetin	PTGS2,PTGS1
Cimetidine	HRH2
Haloperidol	DRD2,DRD1,GRIN2B,HTR2A,DRD3
Ritonavir	POL
Levallorphan	OPRM1
Tridihexethyl	CHRM3,CHRM1,CHRM2
Nitazoxanide	POR
Triflupromazine	DRD1,DRD2,HTR2B,CHRM1,CHRM2
Dextrothyroxine	THRA,THRB,TPO
Acetyldigitoxin	ATP1A1
Vancomycin	GTFA,ALB,VANX
Aminocaproic Acid	PLG,PLAT,LPA
Dextromethorphan	SIGMAR1,SIGMAR1,GRIN3A,CHRNA2,SLC6A4,PGRMC1,CHRNA3,CHRNA4,CHRNB4,CHRNB2,CHRNA7,OPRM1,OPRD1,OPRK1,CYBB,CYBA,NCF1,NCF2,NCF4,RAC1,RAC2,SLC6A2
Cisplatin	
Bentoquatam	
Anisotropine Methylbromide	CHRM1,CHRM2,CHRM3
Albendazole	,TUBA1A,TUBB4B,
Trandolapril	ACE
Caspofungin	FKSA
Carteolol	ADRB2,ADRB1
Bentiromide	HPN
Alitretinoin	RARA,RXRA,RARB,RXRB,RARG,RXRG
Metolazone	SLC12A3
Tolnaftate	ERG1
Oxaliplatin	
Cinchocaine	SCN10A,SCN5A,CALM1
Lercanidipine	CACNG1
Foscarnet	UL54,
Erlotinib	EGFR,NR1I2
Cyclophosphamide	
Mephenytoin	SCN5A
Rofecoxib	PTGS2,ELN
Chlormerodrin	SLC12A1,ALDH5A1
Cefdinir	PENA,PBP3,MPO
Guanidine	ARGG,GAMT,RNASE1,DLG4,E,ALDH2,ROCF
Ciprofloxacin	PARC,GYRA,TOP2A,KCNH2,GYRA,PARC,PARE,GYRA,MDTK,,GYRA
Gadoversetamide	
Toremifene	ESR1
Nortriptyline	SLC6A2,SLC6A4,HTR2A,HTR1A,HRH1,ADRA1A,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,HTR2C,HTR6,ADRA1B,ADRA2A,ADRA2B,ADRA2C,ADRB1,ADRB2,ADRB3,DRD2,PGRMC1,SIGMAR1,HTR2C
Vincristine	TUBB,TUBA4A
Benazepril	ACE
Amoxapine	SLC6A2,SLC6A4,DRD2,DRD1,ADRA2A,ADRA1A,CHRM1,GABRA1,HTR2A,HTR2C,HTR6,HTR7,DRD3,DRD4,HRH1,ADRA1A,ADRA1B,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,HTR2B,HTR3A,HTR1A,HTR1B,ADRA2A,ADRA2B,ADRA2C,HRH4,GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRD,GABRE,GABRG1,GABRG2,GABRG3,GABRP,GABRQ,SLC6A3
Fluorouracil	TYMS
Pyridostigmine	ACHE,BCHE
Adinazolam	GABRA1,GABRA2,GABRA3,GABRA5,GABRG1,GABRG2,GABRG3,GABRB1,GABRB2,GABRB3,GABRD,GABRE,GABRP,GABRR1,GABRR2,GABRR3
Desoximetasone	NR3C1
Azelaic Acid	TRXB,AKR1D1,SRD5A2,TYR,POLA
Zafirlukast	CYSLTR1
Propylthiouracil	TPO
Acetohydroxamic Acid	UREC,MMP12
Pentostatin	ADA
Methoxsalen	
Piroxicam	PTGS2,PTGS1
Lamotrigine	SCN2A
Perflutren	
Hydroxyzine	HRH1
Zanamivir	NA,NA,NEU2
Bosentan	EDNRA,EDNRB
Tigecycline	RPSI,RPSL,RPSM,RPSN,RPSS
Doxapram	KCNK3,KCNK9
Benzthiazide	SLC12A3,CA1,CA2,CA4,CA9,CA12
Methotrexate	DHFR
Carbamazepine	SCN5A
Cisatracurium besylate	CHRNA2
Succimer	
Cephalexin	PBP3,PBP2A,PBP1B,PENA,PBPA
Cinnarizine	HRH1,CACNA1C,CACNA1D,CACNA1F,CACNA1S,CACNA1G,CACNA1H,CACNA1I,DRD2,DRD1,DRD5,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5
Fondaparinux sodium	SERPINC1,F10
Vinblastine	TUBA1A,TUBB,TUBD1,TUBG1,TUBE1,JUN
Propranolol	ADRB1,ADRB2,ADRB3,HTR1A,HTR1B
Atropine	CHRM1,CHRM2,CHRM3,CHRM4,CHRM5
Fenoprofen	PTGS2,PTGS1
Fenfluramine	SLC6A4,HTR2B,HTR2C
Clonidine	ADRA2A,ADRA2B,ADRA2C,ADRA1A,ADRA1B,ADRA1D
Sulfamethizole	FOLP
Valaciclovir	,TK
Carbenicillin	
Mazindol	SLC6A2,SLC6A3,SLC6A4
Valdecoxib	PTGS2
Lactulose	EBGA
Voriconazole	ERG11
L-Carnitine	SLC22A4,SLC22A5,CRAT,SLC25A29,SLC25A20,CROT,CPT2,CPT1A,XDH,CES1,MPO
Enalapril	ACE
Nizatidine	HRH2
Diclofenac	PTGS2,PTGS1,ALOX5,SCN4A,ASIC1,KCNQ2,KCNQ3,PLA2G2A
Cinalukast	CYSLTR1
Fluticasone propionate	NR3C1,PGR,PLA2G4A,NR3C2
Lisuride	DRD2,DRD3,DRD4,DRD1,DRD5,HTR1A,HTR1D,HTR2B,HTR2A,HTR2C,HTR1B,ADRA2A,ADRA2B,ADRA2C
Doxazosin	ADRA1A,ADRA1B,ADRA1D,KCNH2,KCNH6,KCNH7
Fluocinolone Acetonide	NR3C1
Piperazine	GABRB3
Ethosuximide	CACNA1G
Amiloride	SCNN1A,SCNN1B,SCNN1G,SCNN1D,AOC1,ASIC2,ASIC1,SLC9A1,PLAU
Oxytetracycline	RPSI,RPSD
Ulobetasol	NR3C1
Gadoteridol	
Labetalol	ADRB1,ADRB2,ADRA1A,ADRA1B,ADRA1D
Thiopental	GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,CHRNA4,CHRNA7,GRIA2,GRIK2,FAAH
Monobenzone	TYR
Linezolid	
Ivermectin	GLRA3,GABRB3
Medroxyprogesterone acetate	PGR,ESR1
Cisapride	HTR4,HTR3A,HTR2A,KCNH2
Sulindac	PTGS2,PTGS1,AKR1B1,MAPK3,PPARD,PTGDR2
Cyclothiazide	FXYD2,CA1,CA2,CA4
Nafcillin	PBP1B,PENA,PBP2A,PBP3,PBPA
Chloroquine	GSTA2,TNF,TLR9,GST
Ethionamide	INHA,KATG
Metaraminol	ADRA1A
Butorphanol	OPRK1,OPRD1,OPRM1
Bisoprolol	ADRB1,ADRB2
Amodiaquine	HNMT
Furazolidone	
Rifabutin	RPOA,RPOB,RPOC,HSP90AA1,HSP90B1
Candoxatril	MME,ACE
Paramethadione	CACNA1I
Demeclocycline	RPSI,RPSD
Imatinib	BCR/ABL FUSION,KIT,RET,NTRK1,CSF1R,PDGFRA,DDR1,ABL1,PDGFRB
Triamcinolone	NR3C1
Oxandrolone	AR
Nicardipine	CACNA1C,CACNB2,CACNA1D,CACNA2D1,PDE1A,PDE1B,ADRA1A,ADRA1B,ADRA1D,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,CALM1
Fluphenazine	DRD2,DRD1,CALM1
Testosterone	AR
Efavirenz	POL
Bacitracin	IDE,A2M
Niacin	HCAR3,HCAR2,QPRT,NNMT
Clorazepate	GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRD,GABRE,GABRG1,GABRG2,GABRG3,GABRP,GABRQ,TSPO
Guanabenz	ADRA2A,ADRA2B
Alendronic acid	FDPS,PTPN4,PTPRS,PTPRE,ATP6V1A
Clofarabine	POLA1,RRM1
Docosanol	,
Dexmedetomidine	ADRA2A
Sulfacetamide	FOLP,SULI,FOL1
Prednisone	NR3C1,HSD11B1
Clofibrate	PPARA
Astemizole	HRH1,KCNH2
Inulin	CFT
Butoconazole	
Adenosine	ADORA2A,ADORA2B,ADORA3,ADORA1
Simvastatin	HMGCR,ITGB2
Pemetrexed	TYMS,ATIC,DHFR,GART
Mebendazole	TUBA1A,TUBB4B
Gonadorelin	GNRHR,GNRHR2
Dyclonine	SCN10A
Nystatin	
Dextropropoxyphene	OPRM1,OPRD1,OPRK1
Mitotane	CYP11B1,FDX1
Stavudine	POL
Leucovorin	
Dyphylline	PDE4B,PDE4A,PDE4C,PDE4D,ADORA1,ADORA2A,PDE7A,PDE7B
Pentazocine	OPRM1,OPRK1,SIGMAR1
Magnesium Sulfate	CACNG1,CACNA2D1,CACNA1C,CACNB1,CACNB2,CACNA1S
Latanoprost	PTGFR
Estrone	ESR1
Trazodone	HTR2A,HTR2C,SLC6A4,HTR1A,HRH1,ADRA1A,ADRA2A
Mecamylamine	CHRNA2
Sevelamer	
Acamprosate	GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRD,GABRE,GABRG1,GABRG2,GABRG3,GABRP,GABRQ,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,GRIN3A,GRIN3B,GRM5
Metaxalone	
Verapamil	CACNA1C,CACNA1D,CACNA1F,CACNA1S,CACNB1,CACNB2,CACNB3,CACNB4,CACNA1I,CACNA1G,CACNA1B,CACNA1A,KCNH2,SCN5A,KCNJ11,SLC6A4
Trimethobenzamide	
Flumethasone	NR3C1
Sulfametopyrazine	
Nilutamide	AR
Nafarelin	GNRHR,GNRHR2
Epinephrine	ADRA1A,ADRA1B,ADRB1,ADRB2,ADRA2A,ADRA2B,ADRA1D,PAH,ADRA2C,ADRB3,TNF
Sumatriptan	HTR1D,HTR1B,HTR1F,HTR1A
Pirenzepine	CHRM1
Cefixime	MRDA
Chlorpropamide	ABCC8
Aprepitant	TACR1
Galantamine	ACHE,CHRNA1,CHRNB1,CHRND,CHRNG,CHRNE,CHRNA2,CHRNA3,CHRNA4,CHRNA5,CHRNA6,CHRNA7,CHRNA9,CHRNA10,CHRNB2,CHRNB3,CHRNB4,BCHE
Tamoxifen	ESR1,ESR2,EBP,PRKCA,PRKCB,PRKCD,PRKCE,PRKCG,PRKCI,PRKCQ,PRKCZ
Benzyl Benzoate	
Isoflurophate	ACHE,BCHE
Losartan	AGTR1
Thioridazine	DRD2,DRD1,ADRA1A,ADRA1B,HTR2A,KCNH2
Moricizine	SCN5A
Amphotericin B	
Warfarin	VKORC1
Midazolam	GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRB1,GABRB3,GABRB2,GABRA6,GABRG1,GABRG2,GABRG3,GABRD,GABRE,GABRP,GABRR1,GABRR2,GABRR3,GABRQ
Tobramycin	RPSL
Trovafloxacin	GYRA,PARC,TOP2A
Pentosan Polysulfate	FGF2,FGF1,FGF4
Fludrocortisone	NR3C2,NR3C1,AR
Mycophenolate mofetil	IMPDH1,IMPDH2
Cephaloglycin	PBPA
Flurazepam	GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRG1,GABRG2,GABRG3,GABRD,GABRE,GABRP,GABRR1,GABRR2,GABRR3,GABRQ
Moexipril	ACE,ACE2
Phentolamine	ADRA2A,ADRA1A
Fluorescein	
Daunorubicin	TOP2A,TOP2B
Furosemide	SLC12A1,CA2
Ergotamine	HTR1D,HTR1B,HTR2A,DRD2,ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,SLC6A2,DRD1,DRD5,HTR1A,HTR1F,HTR2C
Tizanidine	ADRA2A,ADRA2B,ADRA2C,NISCH
Nitrofurantoin	YDBK,NFSA,RPSJ
Nicergoline	ADRA1A
Eplerenone	NR3C2
Amprenavir	POL
Icodextrin	
Methazolamide	CA1,CA2,CA4,CA7
Naltrexone	OPRD1,OPRM1,OPRK1,SIGMAR1
Delavirdine	POL
Tamsulosin	ADRA1A,ADRA1D,ADRA1B
Porfimer sodium	LDLR,FCGR1A
Sufentanil	OPRM1,OPRD1,OPRK1
Lamivudine	POL,P
Ibandronate	FDPS
Diethylcarbamazine	ALOX5,PTGS1
Flurbiprofen	PTGS1,PTGS2
Oxacillin	PBP3,PBP2A,PBPA,PENA,PBP1B,PBPA,SLC15A1,MECA,SLC15A2
Apomorphine	DRD3,DRD4,DRD2,ADRA2C,ADRA2B,HTR2C,DRD5,HTR1A,HTR2A,HTR2B,ADRA2A,DRD1,HTR1D,HTR1B,CALY
Paroxetine	SLC6A4,SLC6A2,HTR2A,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5
Nedocromil	CYSLTR1,CYSLTR2,FPR1,PTGDR,HSP90AA1
Norethisterone	PGR
Adefovir Dipivoxil	P
Azatadine	HRH1
Clodronic Acid	SLC25A4,SLC25A5,SLC25A6
Procaine	SCN10A,GRIN3A,HTR3A,SLC6A3,CHRNA2,KCNMA1,KCNMB1,KCNMB2,KCNMB3,KCNMB4,KCNN4,KCNN1,KCNN2,KCNN3,MAOA,MAOB
Lisinopril	ACE,ACE2
Methoxamine	ADRA1A,ADRA1B,ADRA1D
Imiquimod	TLR7,TLR8
Homatropine Methylbromide	CHRM2,CHRM1,CHRM4,CHRM5,CHRM3
Trimipramine	SLC6A4,SLC6A2,SLC6A3,HTR2A,HTR1A,ADRA1A,ADRA1B,DRD2,ADRA2B,HRH1,HTR2C,HTR3A,HTR1D,ADRA2A,DRD1,DRD5,ADRB1,ADRB2,ADRB3,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,HTR2C
Nitroglycerin	NPR1
Rocuronium	CHRNA2,CHRM2,HTR3A
Diphemanil Methylsulfate	CHRM3
Thiabendazole	FRDA
Nateglinide	ABCC8,PPARG
Atracurium besylate	CHRNA2
Pralidoxime	ACHE,BCHE
Risperidone	HTR2A,DRD2,DRD3,DRD4,ADRA1A,ADRA1B,HTR1D,HRH1,ADRA2A,ADRA2B,ADRA2C,HTR2C,HTR1A,DRD1
Naftifine	SQLE
Esomeprazole	ATP4A
Meclizine	HRH1
Pentamidine	TRDMT1
Hetacillin	PBP2A,PBP1B,PBP3,PBPA,PENA
Riluzole	SCN5A,SLC7A11
Hydrocortisone	NR3C1,ANXA1
Mannitol	
Gadobenic acid	
Zileuton	ALOX5
Modafinil	SLC6A3,ADRA1B
Deferoxamine	
Scopolamine	CHRM1,SI,CHRM2,CHRM3,CHRM4,CHRM5
Carbinoxamine	HRH1
Etodolac	PTGS2,PTGS1,RXRA
Prilocaine	SCN5A
Epinastine	HRH1,HRH2,ADRA1A,ADRA2A,HTR2A,HTR7
Tranylcypromine	MAOA,MAOB
Isoflurane	GABRA1,ATP2C1,GLRA1,GRIA1,KCNA1,ATP5D,CALM1,GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRD,GABRE,GABRG1,GABRG2,GABRG3,GABRP,GABRQ
Ethotoin	SCN5A
Tretinoin	RXRB,RXRG,RARG,ALDH1A1,GPRC5A,NR0B1,ALDH1A2,RARRES1
Hexachlorophene	DLD,SDHD,GLUD1
Dolasetron	HTR3A
Clopidogrel	P2RY12
Tetracycline	RPSG,RPSN,RPSC,RPSH,RPSS,PRNP,MDFA,PADI4
Meropenem	DACB
Potassium Chloride	SLC12A2,SLC12A1,SLC12A5,SLC12A6,SLC12A7,SLC12A4
Irinotecan	TOP1,TOP1MT
Methimazole	TPO
Mometasone	NR3C1
Metyrosine	TH
Clavulanate	BLAZ
Benzquinamide	HRH1,CHRM4,CHRM1,CHRM5,CHRM2,CHRM3
Olopatadine	HRH1,S100A1,S100A12,S100B,S100A13,S100A2
Hydrocortamate	NR3C1
Alprostadil	PTGER2,PTGER1
Clidinium	CHRM1
Malathion	BCHE
Etoposide	TOP2A,TOP2B
Hydroflumethiazide	SLC12A1,CA1,CA2,CA4,CA9,CA12,ATP1A1,KCNMA1
Tirofiban	ITGA2B,ITGB3
Oxcarbazepine	SCN5A
Propiomazine	HRH1,HTR2A,HTR2C,DRD2,DRD1,DRD4,ADRA1A,ADRA1B,ADRA1D,CHRM3,CHRM5,CHRM2,CHRM4,CHRM1
